Ano;Mes;Expresion monetaria;equivalencia; unidad monetaria original con actual;saldos;promedio mensual de saldos diarios
1981;abril; U$S ;1.000.000;1;5698;
1981;mayo; U$S ;1.000.000;1;4876;
1981;junio; U$S ;1.000.000;1;4490;
1981;julio; U$S ;1.000.000;1;4288;
1981;agosto; U$S ;1.000.000;1;4272;
1981;septiembre; U$S ;1.000.000;1;4424;
1981;octubre; U$S ;1.000.000;1;4036;
1981;noviembre; U$S ;1.000.000;1;3839;
1981;diciembre; U$S ;1.000.000;1;3719;
1982;enero ; U$S ;1.000.000;1;4038;
1982;febrero; U$S ;1.000.000;1;4147;
1982;marzo; U$S ;1.000.000;1;3886;
1982;abril; U$S ;1.000.000;1;3485;
1982;mayo; U$S ;1.000.000;1;3786;
1982;junio; U$S ;1.000.000;1;3692;
1982;julio; U$S ;1.000.000;1;3944;
1982;agosto; U$S ;1.000.000;1;3458;
1982;septiembre; U$S ;1.000.000;1;3741;
1982;octubre; U$S ;1.000.000;1;3701;
1982;noviembre; U$S ;1.000.000;1;3466;
1982;diciembre; U$S ;1.000.000;1;3048;
1983;enero ; U$S ;1.000.000;1;3788;
1983;febrero; U$S ;1.000.000;1;4309;
1983;marzo; U$S ;1.000.000;1;3837;
1983;abril; U$S ;1.000.000;1;3605;
1983;mayo; U$S ;1.000.000;1;3499;
1983;junio; U$S ;1.000.000;1;3862;
1983;julio; U$S ;1.000.000;1;3766;
1983;agosto; U$S ;1.000.000;1;3323;
1983;septiembre; U$S ;1.000.000;1;2955;
1983;octubre; U$S ;1.000.000;1;3035;
1983;noviembre; U$S ;1.000.000;1;3155;
1983;diciembre; U$S ;1.000.000;1;3205;
1984;enero; U$S ;1.000.000;1;3683;
1984;febrero; U$S ;1.000.000;1;3782;
1984;marzo; U$S ;1.000.000;1;3871;
1984;abril; U$S ;1.000.000;1;4196;
1984;mayo; U$S ;1.000.000;1;4389;
1984;junio; U$S ;1.000.000;1;4172;
1984;julio; U$S ;1.000.000;1;3867;
1984;agosto; U$S ;1.000.000;1;3713;
1984;septiembre; U$S ;1.000.000;1;3697;
1984;octubre; U$S ;1.000.000;1;3755;
1984;noviembre; U$S ;1.000.000;1;3550;
1984;diciembre; U$S ;1.000.000;1;3499;
1985;enero; U$S ;1.000.000;1;3589;
1985;febrero; U$S ;1.000.000;1;3249;
1985;marzo; U$S ;1.000.000;1;3192;
1985;abril; U$S ;1.000.000;1;3317;
1985;mayo; U$S ;1.000.000;1;3657;
1985;junio; U$S ;1.000.000;1;4028;
1985;julio; U$S ;1.000.000;1;4463;
1985;agosto; U$S ;1.000.000;1;4474;
1985;septiembre; U$S ;1.000.000;1;5474;
1985;octubre; U$S ;1.000.000;1;5808;
1985;noviembre; U$S ;1.000.000;1;6179;
1985;diciembre; U$S ;1.000.000;1;6005;
1986;enero; U$S ;1.000.000;1;6003;
1986;febrero; U$S ;1.000.000;1;5782;
1986;marzo; U$S ;1.000.000;1;5563;
1986;abril; U$S ;1.000.000;1;6253;
1986;mayo; U$S ;1.000.000;1;6306;
1986;junio; U$S ;1.000.000;1;5698;
1986;julio; U$S ;1.000.000;1;5645;
1986;agosto; U$S ;1.000.000;1;5539;
1986;septiembre; U$S ;1.000.000;1;5315;
1986;octubre; U$S ;1.000.000;1;4921;
1986;noviembre; U$S ;1.000.000;1;3956;
1986;diciembre; U$S ;1.000.000;1;4287;
1987;enero ; U$S ;1.000.000;1;4028;
1987;febrero; U$S ;1.000.000;1;3728;
1987;marzo; U$S ;1.000.000;1;4153;
1987;abril; U$S ;1.000.000;1;3571;
1987;mayo; U$S ;1.000.000;1;3429;
1987;junio; U$S ;1.000.000;1;2986;
1987;julio; U$S ;1.000.000;1;2991;
1987;agosto; U$S ;1.000.000;1;2840;
1987;septiembre; U$S ;1.000.000;1;2530;
1987;octubre; U$S ;1.000.000;1;2903;
1987;noviembre; U$S ;1.000.000;1;3185;
1987;diciembre; U$S ;1.000.000;1;3018;
1988;enero ; U$S ;1.000.000;1;3017;
1988;febrero; U$S ;1.000.000;1;2940;
1988;marzo; U$S ;1.000.000;1;3015;
1988;abril; U$S ;1.000.000;1;3033;
1988;mayo; U$S ;1.000.000;1;2992;
1988;junio; U$S ;1.000.000;1;3374;
1988;julio; U$S ;1.000.000;1;3491;
1988;agosto; U$S ;1.000.000;1;4322;
1988;septiembre; U$S ;1.000.000;1;4675;
1988;octubre; U$S ;1.000.000;1;4417;
1988;noviembre; U$S ;1.000.000;1;4574;
1988;diciembre; U$S ;1.000.000;1;4979;
1989;enero; U$S ;1.000.000;1;4846;
1989;febrero; U$S ;1.000.000;1;3905;
1989;marzo; U$S ;1.000.000;1;3310;
1989;abril; U$S ;1.000.000;1;3015;
1989;mayo; U$S ;1.000.000;1;3242;
1989;junio; U$S ;1.000.000;1;2718;
1989;julio; U$S ;1.000.000;1;3421;
1989;agosto; U$S ;1.000.000;1;3813;
1989;septiembre; U$S ;1.000.000;1;4076;
1989;octubre; U$S ;1.000.000;1;4160;
1989;noviembre; U$S ;1.000.000;1;3786;
1989;diciembre; U$S ;1.000.000;1;3419;
1990;enero; U$S ;1.000.000;1;3296;
1990;febrero; U$S ;1.000.000;1;3056;
1990;marzo; U$S ;1.000.000;1;3340;
1990;abril; U$S ;1.000.000;1;3790;
1990;mayo; U$S ;1.000.000;1;4116;
1990;junio; U$S ;1.000.000;1;4690;
1990;julio; U$S ;1.000.000;1;4389;
1990;agosto; U$S ;1.000.000;1;4184;
1990;septiembre; U$S ;1.000.000;1;4910;
1990;octubre; U$S ;1.000.000;1;4844;
1990;noviembre; U$S ;1.000.000;1;4760;
1990;diciembre; U$S ;1.000.000;1;6170;
1991;enero; U$S ;1.000.000;1;6040;
1991;febrero; U$S ;1.000.000;1;6875;
1991;marzo; U$S ;1.000.000;1;5482;
1991;abril; U$S ;1.000.000;1;5393;
1991;mayo; U$S ;1.000.000;1;5892;
1991;junio; U$S ;1.000.000;1;6401;
1991;julio; U$S ;1.000.000;1;6535;
1991;agosto; U$S ;1.000.000;1;6127;
1991;septiembre; U$S ;1.000.000;1;7270;
1991;octubre; U$S ;1.000.000;1;6704;
1991;noviembre; U$S ;1.000.000;1;7433;
1991;diciembre; U$S ;1.000.000;1;9093;
1992;febrero; U$S ;1.000.000;1;8835;
1992;marzo; U$S ;1.000.000;1;9486;
1992;abril; U$S ;1.000.000;1;9901;
1992;mayo; U$S ;1.000.000;1;10447;
1992;junio; U$S ;1.000.000;1;10290;
1992;julio; U$S ;1.000.000;1;10824;
1992;agosto; U$S ;1.000.000;1;10749;
1992;septiembre; U$S ;1.000.000;1;11361;
1992;octubre; U$S ;1.000.000;1;11661;
1992;noviembre; U$S ;1.000.000;1;11151;
1992;diciembre; U$S ;1.000.000;1;12496;
1993;enero; U$S ;1.000.000;1;12767;
1993;marzo; U$S ;1.000.000;1;13015;
1993;abril; U$S ;1.000.000;1;12692;
1993;mayo; U$S ;1.000.000;1;12847;
1993;junio; U$S ;1.000.000;1;12829;
1993;julio; U$S ;1.000.000;1;14388;
1993;agosto; U$S ;1.000.000;1;16061;
1993;septiembre; U$S ;1.000.000;1;15015;
1993;octubre; U$S ;1.000.000;1;15149;
1993;noviembre; U$S ;1.000.000;1;15194;
1993;diciembre; U$S ;1.000.000;1;17223;
1994;enero; U$S ;1.000.000;1;17356;
1994;febrero; U$S ;1.000.000;1;17108;
1994;abril; U$S ;1.000.000;1;16789;
1994;mayo; U$S ;1.000.000;1;16999;
1994;junio; U$S ;1.000.000;1;17102;
1994;julio; U$S ;1.000.000;1;17872;
1994;agosto; U$S ;1.000.000;1;17120;
1994;septiembre; U$S ;1.000.000;1;17080;
1994;octubre; U$S ;1.000.000;1;16743;
1994;noviembre; U$S ;1.000.000;1;16732;
1994;diciembre; U$S ;1.000.000;1;17823;
1995;enero; U$S ;1.000.000;1;15368;
1995;febrero; U$S ;1.000.000;1;14522;
1995;marzo; U$S ;1.000.000;1;11708;
1995;mayo; U$S ;1.000.000;1;11630;
1995;junio; U$S ;1.000.000;1;13709;
1995;julio; U$S ;1.000.000;1;14429;
1995;agosto; U$S ;1.000.000;1;12761;
1995;septiembre; U$S ;1.000.000;1;14214;
1995;octubre; U$S ;1.000.000;1;13470;
1995;noviembre; U$S ;1.000.000;1;13671;
1995;diciembre; U$S ;1.000.000;1;17346;
1996;enero; U$S ;1.000.000;1;16517;17.278
1996;febrero; U$S ;1.000.000;1;18372;18.526
1996;marzo; U$S ;1.000.000;1;18646;18.434
1996;abril; U$S ;1.000.000;1;17763;18.675
1996;junio; U$S ;1.000.000;1;19974;19.299
1996;julio; U$S ;1.000.000;1;19719;20.283
1996;agosto; U$S ;1.000.000;1;19530;19.567
1996;septiembre; U$S ;1.000.000;1;19984;19.205
1996;octubre; U$S ;1.000.000;1;19288;19.921
1996;noviembre; U$S ;1.000.000;1;20033;20.150
1996;diciembre; U$S ;1.000.000;1;23330;22.087
1997;enero; U$S ;1.000.000;1;23426;23.012
1997;febrero; U$S ;1.000.000;1;25155;24.469
1997;marzo; U$S ;1.000.000;1;24406;25.159
1997;abril; U$S ;1.000.000;1;24028;24.427
1997;mayo; U$S ;1.000.000;1;26007;25.113
1997;julio; U$S ;1.000.000;1;26863;26.629
1997;agosto; U$S ;1.000.000;1;27879;27.633
1997;septiembre; U$S ;1.000.000;1;26521;27.462
1997;octubre; U$S ;1.000.000;1;27591;27.597
1997;noviembre; U$S ;1.000.000;1;27331;28.255
1997;diciembre; U$S ;1.000.000;1;29769;29.298
1998;enero; U$S ;1.000.000;1;27914;29.651
1998;febrero; U$S ;1.000.000;1;31325;30.199
1998;marzo; U$S ;1.000.000;1;29993;30.602
1998;abril; U$S ;1.000.000;1;29941;30.462
1998;mayo; U$S ;1.000.000;1;30462;31.130
1998;junio; U$S ;1.000.000;1;30919;31.811
1998;agosto; U$S ;1.000.000;1;31766;33.328
1998;septiembre; U$S ;1.000.000;1;30716;31.942
1998;octubre; U$S ;1.000.000;1;30283;31.231
1998;noviembre; U$S ;1.000.000;1;30468;31.101
1998;diciembre; U$S ;1.000.000;1;31736;32.903
1999;enero; U$S ;1.000.000;1;30931;32.815
1999;febrero; U$S ;1.000.000;1;33342;33.383
1999;marzo; U$S ;1.000.000;1;31725;33.573
1999;abril; U$S ;1.000.000;1;30522;32.440
1999;mayo; U$S ;1.000.000;1;31403;31.599
1999;junio; U$S ;1.000.000;1;32192;31.475
1999;julio; U$S ;1.000.000;1;31933;33.348
1999;septiembre; U$S ;1.000.000;1;32084;32.386
1999;octubre; U$S ;1.000.000;1;32041;32.893
1999;noviembre; U$S ;1.000.000;1;32427;33.440
1999;diciembre; U$S ;1.000.000;1;33100;33.940
2000;enero; U$S ;1.000.000;1;31100;32.218
2000;febrero; U$S ;1.000.000;1;32255;33.411
2000;marzo; U$S ;1.000.000;1;32976;33.703
2000;abril; U$S ;1.000.000;1;31182;33.183
2000;mayo; U$S ;1.000.000;1;30601;32.484
2000;junio; U$S ;1.000.000;1;34355;33.105
2000;julio; U$S ;1.000.000;1;33845;35.252
2000;agosto; U$S ;1.000.000;1;31831;33.425
2000;octubre; U$S ;1.000.000;1;31751;33.656
2000;noviembre; U$S ;1.000.000;1;29571;31.444
2000;diciembre; U$S ;1.000.000;1;34234;32.478
2001;enero; U$S ;1.000.000;1;36153;35.641
2001;febrero; U$S ;1.000.000;1;33219;34.365
2001;marzo; U$S ;1.000.000;1;29812;32.842
2001;abril; U$S ;1.000.000;1;26464;28.932
2001;mayo; U$S ;1.000.000;1;25570;26.577
2001;junio; U$S ;1.000.000;1;27266;26.458
2001;julio; U$S ;1.000.000;1;20257;24.061
2001;agosto; U$S ;1.000.000;1;17467;18.777
2001;septiembre; U$S ;1.000.000;1;24799;22.622
2001;noviembre; U$S ;1.000.000;1;15195;19.328
2001;diciembre; U$S ;1.000.000;1;15232;15.318
2002;enero; U$S ;1.000.000;1;14069;15.015
2002;febrero; U$S ;1.000.000;1;13883;13.859
2002;marzo; U$S ;1.000.000;1;12780;13.328
2002;abril; U$S ;1.000.000;1;12171;12.462
2002;mayo; U$S ;1.000.000;1;10185;11.112
2002;junio; U$S ;1.000.000;1;9629;9.911
2002;julio; U$S ;1.000.000;1;8986;9.224
2002;agosto; U$S ;1.000.000;1;9102;9.012
2002;septiembre; U$S ;1.000.000;1;9404;9.373
2002;octubre; U$S ;1.000.000;1;9883;9.558
2002;diciembre; U$S ;1.000.000;1;10476;10.420
2003;enero; U$S ;1.000.000;1;9326;9.933
2003;febrero; U$S ;1.000.000;1;10289;9.652
2003;marzo; U$S ;1.000.000;1;10517;10.373
2003;abril; U$S ;1.000.000;1;10971;10.588
2003;mayo; U$S ;1.000.000;1;11374;11.087
2003;junio; U$S ;1.000.000;1;12183;11.763
2003;julio; U$S ;1.000.000;1;13484;12.774
2003;agosto; U$S ;1.000.000;1;13584;13.402
2003;septiembre; U$S ;1.000.000;1;13406;12.454
2003;octubre; U$S ;1.000.000;1;12902;13.247
2003;noviembre; U$S ;1.000.000;1;13483;13.285
2004;enero; U$S ;1.000.000;1;14920;14.484
2004;febrero; U$S ;1.000.000;1;15003;15.009
2004;marzo; U$S ;1.000.000;1;15003;13.507
2004;abril; U$S ;1.000.000;1;15763;15.255
2004;mayo; U$S ;1.000.000;1;16705;16.252
2004;junio; U$S ;1.000.000;1;17443;17.240
2004;julio; U$S ;1.000.000;1;18068;17.922
2004;agosto; U$S ;1.000.000;1;18076;18.062
2004;septiembre; U$S ;1.000.000;1;18224;18.200
2004;octubre; U$S ;1.000.000;1;18587;18.388
2004;noviembre; U$S ;1.000.000;1;18944;18.720
2004;diciembre; U$S ;1.000.000;1;19646;19.299
2005;febrero; U$S ;1.000.000;1;20792;20.526
2005;marzo; U$S ;1.000.000;1;20339;20.741
2005;abril; U$S ;1.000.000;1;20904;20.618
2005;mayo; U$S ;1.000.000;1;22103;21.602
2005;junio; U$S ;1.000.000;1;23052;22.559
2005;julio; U$S ;1.000.000;1;25105;24.015
2005;agosto; U$S ;1.000.000;1;25252;25.080
2005;septiembre; U$S ;1.000.000;1;25614;25.581
2005;octubre; U$S ;1.000.000;1;26548;26.047
2005;noviembre; U$S ;1.000.000;1;26525;26.501
2005;diciembre; U$S ;1.000.000;1;28077;27.262
2006;enero; U$S ;1.000.000;1;19689;19.608
2006;marzo; U$S ;1.000.000;1;21549;20.873
2006;abril; U$S ;1.000.000;1;22400;21.866
2006;mayo; U$S ;1.000.000;1;24162;23.691
2006;junio; U$S ;1.000.000;1;25490;24.837
2006;julio; U$S ;1.000.000;1;26223;26.041
2006;agosto; U$S ;1.000.000;1;27397;27.024
2006;septiembre; U$S ;1.000.000;1;28048;27.739
2006;octubre; U$S ;1.000.000;1;29082;28.390
2006;noviembre; U$S ;1.000.000;1;30328;29.760
2006;diciembre; U$S ;1.000.000;1;32037;31.167
2007;enero; U$S ;1.000.000;1;33739;32.828
2007;febrero; U$S ;1.000.000;1;34936;34.226
2007;abril; U$S ;1.000.000;1;38606;37.647
2007;mayo; U$S ;1.000.000;1;40581;39.633
2007;junio; U$S ;1.000.000;1;43157;41.938
2007;julio; U$S ;1.000.000;1;44202;43.869
2007;agosto; U$S ;1.000.000;1;43160;43.731
2007;septiembre; U$S ;1.000.000;1;42891;42.931
2007;octubre; U$S ;1.000.000;1;43000;42.723
2007;noviembre; U$S ;1.000.000;1;44860;43.792
2007;diciembre; U$S ;1.000.000;1;46176;45.711
2008;enero; U$S ;1.000.000;1;47660;46.910
2008;febrero; U$S ;1.000.000;1;49261;48.407
2008;marzo; U$S ;1.000.000;1;50464;50.039
2008;mayo; U$S ;1.000.000;1;48588;49.449
2008;junio; U$S ;1.000.000;1;47516;47.918
2008;julio; U$S ;1.000.000;1;47545;47.600
2008;agosto; U$S ;1.000.000;1;47090;47.300
2008;septiembre; U$S ;1.000.000;1;47121;47.072
2008;octubre; U$S ;1.000.000;1;44941;46.608
2008;noviembre; U$S ;1.000.000;1;46072;45.664
2008;diciembre; U$S ;1.000.000;1;46386;46.198
2009;enero; U$S ;1.000.000;1;47009;46.789
2009;febrero; U$S ;1.000.000;1;47025;47.058
2009;marzo; U$S ;1.000.000;1;46509;46.933
2009;abril; U$S ;1.000.000;1;46368;46.268
2009;junio; U$S ;1.000.000;1;46026;46.385
2009;julio; U$S ;1.000.000;1;46047;45.992
2009;agosto; U$S ;1.000.000;1;45021;44.851
2009;septiembre; U$S ;1.000.000;1;45348;45.193
2009;octubre; U$S ;1.000.000;1;46277;45.733
2009;noviembre; U$S ;1.000.000;1;47072;46.804
2009;diciembre; U$S ;1.000.000;1;47967;47.717
2010;enero; U$S ;1.000.000;1;48129;48.116
2010;febrero; U$S ;1.000.000;1;47758;47.959
2010;marzo; U$S ;1.000.000;1;47460;47.682
2010;abril; U$S ;1.000.000;1;48067;47.552
2010;mayo; U$S ;1.000.000;1;49000;48.471
2010;julio; U$S ;1.000.000;1;51073;50.449
2010;agosto; U$S ;1.000.000;1;50348;50.210
2010;septiembre; U$S ;1.000.000;1;51125;50.920
2010;octubre; U$S ;1.000.000;1;51918;51.607
2010;noviembre; U$S ;1.000.000;1;51896;52.236
2010;diciembre; U$S ;1.000.000;1;52145;52.132
2011;febrero; U$S ;1.000.000;1;52318;52.427
2011;marzo; U$S ;1.000.000;1;51298;52.287
2011;abril; U$S ;1.000.000;1;52011;51.637
2011;mayo; U$S ;1.000.000;1;52060;51.987
2011;junio; U$S ;1.000.000;1;51695;52.094
2011;julio; U$S ;1.000.000;1;51923;51.852
2011;septiembre; U$S ;1.000.000;1;48590;49.421
2011;octubre; U$S ;1.000.000;1;47523;48.038
2011;noviembre; U$S ;1.000.000;1;46062;46.465
2011;diciembre; U$S ;1.000.000;1;46376;45.983
2012;enero; U$S ;1.000.000;1;46594;46.557
2012;marzo; U$S ;1.000.000;1;47291;47.168
2012;abril; U$S ;1.000.000;1;47844;47.462
2012;mayo; U$S ;1.000.000;1;46978;47.436
2012;junio; U$S ;1.000.000;1;46348;46.604
2012;julio; U$S ;1.000.000;1;46818;46.647
2012;agosto; U$S ;1.000.000;1;45152;45.215
2012;septiembre; U$S ;1.000.000;1;45010;45.228
2012;noviembre; U$S ;1.000.000;1;45238;45.316
2012;diciembre; U$S ;1.000.000;1;43290;44.134
2013;enero; U$S ;1.000.000;1;42531;42.954
2013;febrero; U$S ;1.000.000;1;41609;42.181
2013;abril; U$S ;1.000.000;1;39532;40.075
2013;mayo; U$S ;1.000.000;1;38551;39.015
2013;junio; U$S ;1.000.000;1;37005;38.234
2013;julio; U$S ;1.000.000;1;37049;37.310
2013;agosto; U$S ;1.000.000;1;36678;37.001
2013;septiembre; U$S ;1.000.000;1;34741;35.612
2013;octubre; U$S ;1.000.000;1;33232;34.258
2013;noviembre; U$S ;1.000.000;1;30799;32.244
2014;enero; U$S ;1.000.000;1;27748;29.621
2014;febrero; U$S ;1.000.000;1;27546;27.678
2014;marzo; U$S ;1.000.000;1;27007;27.331
2014;mayo; U$S ;1.000.000;1;28542;28.386
2014;junio; U$S ;1.000.000;1;29278;28.863
2014;julio; U$S ;1.000.000;1;29003;29.519
2014;agosto; U$S ;1.000.000;1;28620;28.861
2014;septiembre; U$S ;1.000.000;1;27866;28.281
2014;octubre; U$S ;1.000.000;1;28111;27.570
2014;noviembre; U$S ;1.000.000;1;28911;28.477
2014;diciembre; U$S ;1.000.000;1;31443;30.233
2015;enero; U$S ;1.000.000;1;31452;31.275
2015;marzo; U$S ;1.000.000;1;31490;31.432
2015;abril; U$S ;1.000.000;1;33909;31.909
2015;junio; U$S ;1.000.000;1;33851;33.680
2015;julio; U$S ;1.000.000;1;33943;33.872
2015;agosto; U$S ;1.000.000;1;33606;33.721
2015;septiembre; U$S ;1.000.000;1;33257;33.423
2015;octubre; U$S ;1.000.000;1;26970;28.107
2015;noviembre; U$S ;1.000.000;1;25615;26.193
2015;diciembre; U$S ;1.000.000;1;25563;24.816
2016;enero; U$S ;1.000.000;1;30074;25.968
2016;febrero; U$S ;1.000.000;1;28399;29.359
2016;marzo; U$S ;1.000.000;1;29572;28.862
2016;mayo; U$S ;1.000.000;1;30171;31.581
2016;julio; U$S ;1.000.000;1;32511;33.231
2016;agosto; U$S ;1.000.000;1;31150;32.141
2016;septiembre; U$S ;1.000.000;1;29902;30.886
2016;octubre; U$S ;1.000.000;1;37210;36.430
2016;noviembre; U$S ;1.000.000;1;37378;37.705
2016;diciembre; U$S ;1.000.000;1;39308;37.841
2017;enero; U$S ;1.000.000;1;46887;41.189
2017;febrero; U$S ;1.000.000;1;50608;48.464
2017;marzo; U$S ;1.000.000;1;50522;51.488
2017;abril; U$S ;1.000.000;1;48217;50.372
2017;mayo; U$S ;1.000.000;1;46146;47.707
2017;agosto; U$S ;1.000.000;1;48877;48.353
2017;septiembre; U$S ;1.000.000;1;50237;50.837
2017;octubre; U$S ;1.000.000;1;51810;51.692
2017;noviembre; U$S ;1.000.000;1;54563;53.992
2017;diciembre; U$S ;1.000.000;1;55055;55.582
2018;enero; U$S ;1.000.000;1;62024;60.626
2018;febrero; U$S ;1.000.000;1;61509;62.300
2018;marzo; U$S ;1.000.000;1;61726;61.756
2018;abril; U$S ;1.000.000;1;56623;60.763
2018;mayo; U$S ;1.000.000;1;50098;54.009
2018;junio; U$S ;1.000.000;1;61881;53.347
2018;julio; U$S ;1.000.000;1;57996;60.103
2018;octubre; U$S ;1.000.000;1;53955;48.952
2018;noviembre; U$S ;1.000.000;1;51193;52.631
2018;diciembre; U$S ;1.000.000;1;65806;56.978
2019;enero ; U$S ;1.000.000;1;66811;66.172
2019;febrero; U$S ;1.000.000;1;68015;66.984
2019;marzo; U$S ;1.000.000;1;66187;67.958
2019;abril; U$S ;1.000.000;1;71663;72.679
2019;mayo; U$S ;1.000.000;1;64779;67.701
2019;junio; U$S ;1.000.000;1;64278;64.401
2019;julio; U$S ;1.000.000;1;67899;66.133
2019;agosto; U$S ;1.000.000;1;54100;62.325
2019;octubre; U$S ;1.000.000;1;43260;46.674
2019;diciembre; U$S ;1.000.000;1;44781;44.353
2020;enero ; U$S ;1.000.000;1;44917;45.196
2020;febrero; U$S ;1.000.000;1;44791;44.731
2020;marzo; U$S ;1.000.000;1;43561;44.263
2020;abril; U$S ;1.000.000;1;43568;43.735
2020;mayo; U$S ;1.000.000;1;42589;43.084
2020;junio; U$S ;1.000.000;1;43242;43.051
2020;julio; U$S ;1.000.000;1;43386;43.313
2020;agosto; U$S ;1.000.000;1;42842;43.152
